product_id,product_name,price,brand,description,rating,rating_count,user_id,user_name
4ed73e8c,Water Filter,752.05,Brand 19,"A high-quality water filter made by Brand 19. Durable and stylish, perfect for modern bathrooms.",4.5,226,U0417,User_351
91163136,Pipe Connector,918.28,Brand 10,"A high-quality pipe connector made by Brand 10. Durable and stylish, perfect for modern bathrooms.",4.8,26,U0321,User_626
8edd336a,Water Filter,693.41,Brand 1,"A high-quality water filter made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.2,211,U0161,User_821
aabf7e05,Shower Curtain,812.84,Brand 38,"A high-quality shower curtain made by Brand 38. Durable and stylish, perfect for modern bathrooms.",3.7,462,U0696,User_353
abe3d873,Wall Tiles,996.3,Brand 35,"A high-quality wall tiles made by Brand 35. Durable and stylish, perfect for modern bathrooms.",3.3,48,U0941,User_60
8f92ebd8,Overhead Shower,105.6,Brand 41,"A high-quality overhead shower made by Brand 41. Durable and stylish, perfect for modern bathrooms.",4.0,396,U0447,User_543
92090e4f,Overhead Shower,179.93,Brand 16,"A high-quality overhead shower made by Brand 16. Durable and stylish, perfect for modern bathrooms.",4.3,325,U0192,User_733
6834606f,Floor Drain,616.06,Brand 34,"A high-quality floor drain made by Brand 34. Durable and stylish, perfect for modern bathrooms.",4.3,32,U0180,User_296
4c6fa85e,Bidet,941.52,Brand 39,"A high-quality bidet made by Brand 39. Durable and stylish, perfect for modern bathrooms.",3.5,96,U0512,User_689
fa46c3ae,Heated Towel Rail,874.56,Brand 31,"A high-quality heated towel rail made by Brand 31. Durable and stylish, perfect for modern bathrooms.",3.7,298,U0954,User_18
0d8e9a1a,Sink,272.25,Brand 12,"A high-quality sink made by Brand 12. Durable and stylish, perfect for modern bathrooms.",4.3,230,U0763,User_719
013ba0a6,Floor Drain,553.64,Brand 23,"A high-quality floor drain made by Brand 23. Durable and stylish, perfect for modern bathrooms.",3.5,429,U0145,User_466
78dce03d,Overhead Shower,63.3,Brand 5,"A high-quality overhead shower made by Brand 5. Durable and stylish, perfect for modern bathrooms.",5.0,458,U0977,User_372
3881eb64,Toilet Seat,354.64,Brand 47,"A high-quality toilet seat made by Brand 47. Durable and stylish, perfect for modern bathrooms.",3.9,496,U0998,User_841
b71b61d0,Wall Mount,806.65,Brand 46,"A high-quality wall mount made by Brand 46. Durable and stylish, perfect for modern bathrooms.",3.2,141,U0886,User_954
cada6771,Toilet Brush,551.75,Brand 22,"A high-quality toilet brush made by Brand 22. Durable and stylish, perfect for modern bathrooms.",3.5,481,U0114,User_134
3605ecb2,Pipe Connector,797.95,Brand 36,"A high-quality pipe connector made by Brand 36. Durable and stylish, perfect for modern bathrooms.",3.8,234,U0157,User_243
361f570e,Bidet,550.32,Brand 9,"A high-quality bidet made by Brand 9. Durable and stylish, perfect for modern bathrooms.",4.8,145,U0918,User_366
0130fa8d,Shower Curtain,508.98,Brand 5,"A high-quality shower curtain made by Brand 5. Durable and stylish, perfect for modern bathrooms.",3.3,156,U0183,User_991
fb5991ef,Showerhead,990.63,Brand 2,"A high-quality showerhead made by Brand 2. Durable and stylish, perfect for modern bathrooms.",4.1,382,U0654,User_499
265c7a4d,Faucet,688.91,Brand 26,"A high-quality faucet made by Brand 26. Durable and stylish, perfect for modern bathrooms.",4.2,356,U0586,User_491
32071841,Showerhead,927.93,Brand 23,"A high-quality showerhead made by Brand 23. Durable and stylish, perfect for modern bathrooms.",3.9,470,U0724,User_65
1577113c,Corner Shelf,226.12,Brand 1,"A high-quality corner shelf made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.3,371,U0153,User_289
945f28dd,Towel Rack,890.79,Brand 1,"A high-quality towel rack made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.3,409,U0471,User_214
7f507f17,Plunger,462.38,Brand 36,"A high-quality plunger made by Brand 36. Durable and stylish, perfect for modern bathrooms.",3.8,494,U0338,User_211
7ef06875,Overhead Shower,977.11,Brand 43,"A high-quality overhead shower made by Brand 43. Durable and stylish, perfect for modern bathrooms.",3.5,200,U0442,User_828
b72108f0,Toilet,62.29,Brand 36,"A high-quality toilet made by Brand 36. Durable and stylish, perfect for modern bathrooms.",3.9,205,U0994,User_193
6b86db37,Shower Enclosure,114.83,Brand 3,"A high-quality shower enclosure made by Brand 3. Durable and stylish, perfect for modern bathrooms.",3.4,42,U0833,User_10
62dd7f7d,Cabinet,956.42,Brand 37,"A high-quality cabinet made by Brand 37. Durable and stylish, perfect for modern bathrooms.",3.4,78,U0477,User_878
453bf568,Bathtub,639.27,Brand 2,"A high-quality bathtub made by Brand 2. Durable and stylish, perfect for modern bathrooms.",3.4,422,U0502,User_575
7f507f17,Plunger,462.38,Brand 36,"A high-quality plunger made by Brand 36. Durable and stylish, perfect for modern bathrooms.",3.8,494,U0382,User_81
393949e1,Soap Dispenser,659.39,Brand 16,"A high-quality soap dispenser made by Brand 16. Durable and stylish, perfect for modern bathrooms.",3.4,109,U0277,User_108
d86c7e2b,Soap Dispenser,982.48,Brand 19,"A high-quality soap dispenser made by Brand 19. Durable and stylish, perfect for modern bathrooms.",3.5,118,U0461,User_294
3dbf8073,Overhead Shower,589.1,Brand 29,"A high-quality overhead shower made by Brand 29. Durable and stylish, perfect for modern bathrooms.",4.4,198,U0172,User_941
49e23e74,Sink,982.29,Brand 48,"A high-quality sink made by Brand 48. Durable and stylish, perfect for modern bathrooms.",3.9,192,U0961,User_9
e20e3b13,Mirror,839.34,Brand 43,"A high-quality mirror made by Brand 43. Durable and stylish, perfect for modern bathrooms.",3.5,11,U0783,User_710
3ac2beaa,Faucet,765.76,Brand 33,"A high-quality faucet made by Brand 33. Durable and stylish, perfect for modern bathrooms.",3.2,290,U0784,User_501
fad3f93e,Showerhead,727.99,Brand 38,"A high-quality showerhead made by Brand 38. Durable and stylish, perfect for modern bathrooms.",5.0,351,U0822,User_118
468746c0,Soap Dispenser,287.86,Brand 26,"A high-quality soap dispenser made by Brand 26. Durable and stylish, perfect for modern bathrooms.",3.2,372,U0380,User_171
bde3663d,Water Filter,779.14,Brand 3,"A high-quality water filter made by Brand 3. Durable and stylish, perfect for modern bathrooms.",3.1,324,U0266,User_713
be6db5d9,Wall Tiles,780.67,Brand 13,"A high-quality wall tiles made by Brand 13. Durable and stylish, perfect for modern bathrooms.",4.2,111,U0319,User_768
c1811966,Hand Shower,159.21,Brand 26,"A high-quality hand shower made by Brand 26. Durable and stylish, perfect for modern bathrooms.",4.4,34,U0643,User_881
